accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	fasta_file	assembly	filename	filename2	filename3	filename4	filename5	filename6	filename7	filename8
SRR28222265	SRP493308	new	PRJNA1083727	SAMN40257644	CO1_2.C6.1046.c.S135.L001	1046.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-C6-1046-c_S135_L001_R1_001.fastq.gz	2-C6-1046-c_S135_L001_R2_001.fastq.gz						
SRR28222264	SRP493308	new	PRJNA1083727	SAMN40257645	CO1_C8.1024.b.S59.L001	1024.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			C8-1024-b_S59_L001_R1_001.fastq.gz	C8-1024-b_S59_L001_R2_001.fastq.gz						
SRR28222263	SRP493308	new	PRJNA1083727	SAMN40257646	CO1_2.G3.1042.c.S115.L001	1042.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-G3-1042-c_S115_L001_R1_001.fastq.gz	2-G3-1042-c_S115_L001_R2_001.fastq.gz						
SRR28222262	SRP493308	new	PRJNA1083727	SAMN40257647	CO1_2.E8.1056.b.S153.L001	1056.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-E8-1056-b_S153_L001_R1_001.fastq.gz	2-E8-1056-b_S153_L001_R2_001.fastq.gz						
SRR28222352	SRP493308	new	PRJNA1083727	SAMN40257648	CO1_A12.1030.c.S86.L001	1030.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			A12-1030-c_S86_L001_R1_001.fastq.gz	A12-1030-c_S86_L001_R2_001.fastq.gz						
SRR28222351	SRP493308	new	PRJNA1083727	SAMN40257649	CO1_A11.1030.b.S79.L001	1030.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			A11-1030-b_S79_L001_R1_001.fastq.gz	A11-1030-b_S79_L001_R2_001.fastq.gz						
SRR28222350	SRP493308	new	PRJNA1083727	SAMN40257650	CO1_E9.1026.c.S69.L001	1026.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			E9-1026-c_S69_L001_R1_001.fastq.gz	E9-1026-c_S69_L001_R2_001.fastq.gz						
SRR28222349	SRP493308	new	PRJNA1083727	SAMN40257651	CO1_2.B8.1053.b.S150.L001	1053.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-B8-1053-b_S150_L001_R1_001.fastq.gz	2-B8-1053-b_S150_L001_R2_001.fastq.gz						
SRR28222348	SRP493308	new	PRJNA1083727	SAMN40257652	CO1_2.A1.1036.a.S93.L001	1036.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-A1-1036-a_S93_L001_R1_001.fastq.gz	2-A1-1036-a_S93_L001_R2_001.fastq.gz						
SRR28222315	SRP493308	new	PRJNA1083727	SAMN40257653	CO1_B8.1023.b.S58.L001	1023.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			B8-1023-b_S58_L001_R1_001.fastq.gz	B8-1023-b_S58_L001_R2_001.fastq.gz						
SRR28222314	SRP493308	new	PRJNA1083727	SAMN40257654	CO1_2.A2.1036.b.S101.L001	1036.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-A2-1036-b_S101_L001_R1_001.fastq.gz	2-A2-1036-b_S101_L001_R2_001.fastq.gz						
SRR28222313	SRP493308	new	PRJNA1083727	SAMN40257655	CO1_2.C9.1054.c.S159.L001	1054.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-C9-1054-c_S159_L001_R1_001.fastq.gz	2-C9-1054-c_S159_L001_R2_001.fastq.gz						
SRR28222312	SRP493308	new	PRJNA1083727	SAMN40257656	CO1_C7.1024.a.S51.L001	1024.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			C7-1024-a_S51_L001_R1_001.fastq.gz	C7-1024-a_S51_L001_R2_001.fastq.gz						
SRR28222311	SRP493308	new	PRJNA1083727	SAMN40257657	CO1_C9.1024.c.S67.L001	1024.c	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			C9-1024-c_S67_L001_R1_001.fastq.gz	C9-1024-c_S67_L001_R2_001.fastq.gz						
SRR28222309	SRP493308	new	PRJNA1083727	SAMN40257658	CO1_2.B2.1037.b.S102.L001	1037.b	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-B2-1037-b_S102_L001_R1_001.fastq.gz	2-B2-1037-b_S102_L001_R2_001.fastq.gz						
SRR28222308	SRP493308	new	PRJNA1083727	SAMN40257659	CO1_2.A4.1044.a.S117.L001	1044.a	COI amplicon metabarcoding of seawater for marine metazoa: Pillar Point, Half Moon Bay, CA (USA)	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Water samples were gravity filtered onto Sterivex 0.22 m filter cartridges (dx.doi.org/10.17504/protocols.io.bp2l69y7klqe/v2). DNA was extracted using a modified version of the DNeasy Blood and Tissue Kit (Qiagen, Germantown, MD, USA), in methods described here (dx.doi.org/10.17504/protocols.io.ewov1qyyygr2/v1). Samples were PCR amplified using the mlCOIintF/ jgHCO2198 primer set targeting a 313 bp fragment of the mitochondrial COI region optimized by Leray et al. (2013) (Forward: GGWACWGGWTGAACWGTWTAYCCYCC; Reverse: TAIACYTCIGGRTGICCRAARAAYCA) with Nextera modifications. Full PCR methods can be found here (dx.doi.org/10.17504/protocols.io.dm6gp3wpdvzp/v1). PCR products were sent for library preparation and sequencing at the Georgia Genomics and Bioinformatics Core (GGBC, UG Athens, GA, RRID:SCR_010994). In short, provided PCR amplicons were cleaned using AMPure XP magnetic beads (Beckman Coulter, Indianapolis, IN, USA), barcoded with Nextera adapters (Illumina, San Diego, CA, USA) during a second PCR (3 min at 95 C; 15 cycles of 30 sec at 95 C, 30 sec at 67 C, and 30 sec at 72 C; and 4 min at 72 C), cleaned again using AMPureXP magnetic beads, and pooled in equimolar ratio. The resulting library was sequenced on a MiSeq PE 2x250bp (500 cycles) using Reagent Kit V2 with 25% PhiX spike-in (Illumina, San Diego, CA, USA).	fastq			2-A4-1044-a_S117_L001_R1_001.fastq.gz	2-A4-1044-a_S117_L001_R2_001.fastq.gz						
